nan {'sigma': 20, 'reg': 1e-07}
1.20813068607e-05 {'sigma': 20, 'reg': 1e-07}
0.115438867602 {'sigma': 20, 'reg': 1e-07}
0.231848657599 {'sigma': 20, 'reg': 1e-07}
0.13493760004 {'sigma': 20, 'reg': 1e-07}
0.00139605039124 {'sigma': 20, 'reg': 1e-07}
         9406140 function calls (9306530 primitive calls) in 16.929 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       48    0.000    0.000    0.038    0.001 cm.py:213(to_rgba)
     1261    0.004    0.000    0.038    0.000 transforms.py:812(unit)
     8336    0.009    0.000    0.037    0.000 colors.py:107(_is_nth_color)
      114    0.001    0.000    0.036    0.000 sre_compile.py:557(compile)
     1572    0.015    0.000    0.036    0.000 transforms.py:1910(rotate)
   193978    0.036    0.000    0.036    0.000 artist.py:734(get_animated)
       84    0.000    0.000    0.036    0.000 __init__.py:2344(__init__)
    23537    0.035    0.000    0.035    0.000 weakref.py:339(__init__)
      418    0.001    0.000    0.035    0.000 backend_pdf.py:596(endStream)
     1006    0.013    0.000    0.035    0.000 path.py:376(iter_segments)
24885/19342    0.011    0.000    0.035    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.035    0.035 rcsetup.py:15(<module>)
   184029    0.035    0.000    0.035    0.000 {method 'append' of 'list' objects}
      406    0.001    0.000    0.034    0.000 backend_pdf.py:378(end)
      973    0.005    0.000    0.034    0.000 colors.py:208(to_rgba_array)
       36    0.000    0.000    0.034    0.001 cm.py:338(autoscale_None)
     1996    0.004    0.000    0.034    0.000 transforms.py:1735(frozen)
       11    0.000    0.000    0.034    0.003 artist.py:1508(kwdoc)
      756    0.003    0.000    0.034    0.000 text.py:316(update_from)
     1973    0.003    0.000    0.034    0.000 backend_pdf.py:2145(__init__)
     1356    0.003    0.000    0.034    0.000 shape_base.py:239(hstack)
    10668    0.018    0.000    0.033    0.000 lines.py:1054(_split_drawstyle_linestyle)
      549    0.005    0.000    0.033    0.000 core.py:2796(__new__)
      168    0.001    0.000    0.032    0.000 axis.py:708(_set_scale)
       24    0.000    0.000    0.032    0.001 __init__.py:1137(rc_params_from_file)
     3095    0.006    0.000    0.032    0.000 fromnumeric.py:1886(any)
      618    0.003    0.000    0.032    0.000 collections.py:656(_set_facecolor)
    23600    0.025    0.000    0.032    0.000 six.py:583(itervalues)
     1651    0.002    0.000    0.031    0.000 backend_pdf.py:2139(new_gc)
     1973    0.010    0.000    0.031    0.000 backend_bases.py:786(__init__)
      168    0.001    0.000    0.031    0.000 scale.py:69(set_default_locators_and_formatters)
        1    0.000    0.000    0.031    0.031 fontconfig_pattern.py:7(<module>)
        6    0.000    0.000    0.031    0.005 helpFunctions.py:70(plotCoordinateExample)
     5314    0.009    0.000    0.031    0.000 lines.py:653(set_data)
      672    0.009    0.000    0.031    0.000 ticker.py:1676(_validate_steps)
     3084    0.008    0.000    0.031    0.000 fromnumeric.py:42(_wrapit)
    51035    0.022    0.000    0.030    0.000 atoms.py:428(set_array)
    23537    0.015    0.000    0.030    0.000 weakref.py:334(__new__)
        1    0.000    0.000    0.030    0.030 collections.py:10(<module>)
        1    0.000    0.000    0.030    0.030 client.py:69(<module>)
       40    0.000    0.000    0.030    0.001 offsetbox.py:862(draw)
     1255    0.003    0.000    0.030    0.000 transforms.py:1066(__init__)
       84    0.000    0.000    0.030    0.000 _base.py:848(_update_transScale)
        1    0.000    0.000    0.029    0.029 misc.py:1(<module>)
       11    0.001    0.000    0.029    0.003 artist.py:1226(pprint_setters)
       88    0.000    0.000    0.029    0.000 offsetbox.py:214(get_offset)
      611    0.002    0.000    0.029    0.000 backend_pdf.py:1766(_setup_textpos)
      104    0.001    0.000    0.029    0.000 _base.py:1811(_update_line_limits)
   100056    0.029    0.000    0.029    0.000 {method 'lower' of 'str' objects}
    10207    0.007    0.000    0.029    0.000 atoms.py:341(set_celldisp)
    38471    0.029    0.000    0.029    0.000 {built-in method __new__ of type object at 0x102125800}
  354/177    0.002    0.000    0.028    0.000 transforms.py:2314(frozen)
     1291    0.003    0.000    0.028    0.000 transforms.py:2550(__init__)
      526    0.002    0.000    0.028    0.000 backend_pdf.py:193(<listcomp>)
        1    0.000    0.000    0.028    0.028 core.py:1(<module>)
      252    0.002    0.000    0.027    0.000 axis.py:779(set_tick_params)
      120    0.001    0.000    0.027    0.000 _base.py:2652(tick_params)
    23362    0.021    0.000    0.027    0.000 _weakrefset.py:20(__enter__)
       12    0.000    0.000    0.027    0.002 legend.py:432(_findoffset_best)
       72    0.002    0.000    0.027    0.000 colors.py:830(__call__)
      801    0.002    0.000    0.027    0.000 patches.py:320(_set_facecolor)
       12    0.000    0.000    0.027    0.002 legend.py:922(_find_best_position)
     7331    0.007    0.000    0.027    0.000 re.py:169(match)
     1455    0.003    0.000    0.027    0.000 __init__.py:909(__setitem__)
        1    0.000    0.000    0.027    0.027 pyparsing.py:61(<module>)
        1    0.000    0.000    0.027    0.027 blas.py:143(<module>)
     1970    0.014    0.000    0.027    0.000 artist.py:953(update_from)
      191    0.005    0.000    0.027    0.000 transforms.py:723(union)
        1    0.000    0.000    0.026    0.026 core.py:155(load_base_library)
        1    0.000    0.000    0.026    0.026 core.py:187(read_style_directory)
        1    0.000    0.000    0.026    0.026 backend_bases.py:33(<module>)
     3763    0.023    0.000    0.026    0.000 font_manager.py:848(set_weight)
      611    0.002    0.000    0.026    0.000 backend_pdf.py:601(fontName)
        2    0.000    0.000    0.026    0.013 __init__.py:45(<module>)
       24    0.004    0.000    0.026    0.001 __init__.py:1060(_rc_params_in_file)
  628/574    0.004    0.000    0.026    0.000 backend_pdf.py:185(<listcomp>)
       85    0.000    0.000    0.025    0.000 text.py:594(set_clip_path)
     1356    0.003    0.000    0.025    0.000 shape_base.py:288(<listcomp>)
      906    0.010    0.000    0.025    0.000 core.py:2959(__array_finalize__)
       96    0.000    0.000    0.024    0.000 spines.py:278(draw)
     5083    0.004    0.000    0.024    0.000 figure.py:54(_stale_figure_callback)
       84    0.000    0.000    0.024    0.000 transforms.py:1622(set)
        1    0.000    0.000    0.024    0.024 artist.py:1(<module>)
      911    0.003    0.000    0.024    0.000 transforms.py:2416(__init__)
      336    0.001    0.000    0.023    0.000 core.py:6286(array)
       12    0.000    0.000    0.023    0.002 contour.py:1464(_get_allsegs_and_allkinds)
     1344    0.016    0.000    0.023    0.000 cbook.py:1406(popall)
      441    0.000    0.000    0.023    0.000 collections.py:669(set_facecolor)
       11    0.003    0.000    0.023    0.002 artist.py:1145(_get_setters_and_targets)
     1225    0.004    0.000    0.023    0.000 text.py:901(get_prop_tup)
     2139    0.001    0.000    0.023    0.000 <frozen importlib._bootstrap_external>:75(_path_stat)
     2248    0.023    0.000    0.023    0.000 {built-in method posix.stat}
      132    0.023    0.000    0.023    0.000 {method 'create_filled_contour' of 'matplotlib.QuadContourGenerator' objects}
      406    0.002    0.000    0.023    0.000 backend_pdf.py:367(_writeHeader)
     2141    0.002    0.000    0.022    0.000 font_manager.py:730(__eq__)
     3337    0.003    0.000    0.022    0.000 {method 'any' of 'numpy.ndarray' objects}
     1602    0.010    0.000    0.022    0.000 path.py:172(_fast_from_codes_and_verts)
      750    0.011    0.000    0.022    0.000 cycler.py:349(by_key)
       12    0.001    0.000    0.022    0.002 backend_pdf.py:415(__init__)
    10207    0.012    0.000    0.022    0.000 atoms.py:561(set_masses)
     1128    0.008    0.000    0.022    0.000 axis.py:590(update_position)
     5802    0.010    0.000    0.022    0.000 lines.py:39(_get_dash_pattern)
       12    0.000    0.000    0.021    0.002 __init__.py:2481(create_image)
       12    0.000    0.000    0.021    0.002 __init__.py:2464(_create)
    11774    0.011    0.000    0.021    0.000 lines.py:68(_scale_dashes)
      527    0.004    0.000    0.021    0.000 inspect.py:1079(getfullargspec)
      558    0.003    0.000    0.021    0.000 transforms.py:2702(_revalidate)
    10207    0.009    0.000    0.021    0.000 atoms.py:526(set_tags)
      576    0.006    0.000    0.020    0.000 axis.py:298(_apply_params)
       80    0.000    0.000    0.020    0.000 legend_handler.py:74(update_prop)
    73763    0.020    0.000    0.020    0.000 {method 'startswith' of 'str' objects}
     8853    0.010    0.000    0.020    0.000 abc.py:178(__instancecheck__)
        1    0.000    0.000    0.020    0.020 dates.py:110(<module>)
        1    0.000    0.000    0.019    0.019 transforms.py:30(<module>)
       45    0.019    0.000    0.019    0.000 {built-in method io.open}
      840    0.001    0.000    0.019    0.000 font_manager.py:931(copy)
     7195    0.005    0.000    0.019    0.000 artist.py:192(convert_xunits)
      216    0.001    0.000    0.019    0.000 colors.py:803(process_value)
     3861    0.005    0.000    0.019    0.000 artist.py:919(set_zorder)
     4304    0.014    0.000    0.019    0.000 font_manager.py:885(set_size)
      435    0.001    0.000    0.019    0.000 transforms.py:2716(get_transformed_points_and_affine)
     3337    0.002    0.000    0.019    0.000 _methods.py:37(_any)
2618/1708    0.010    0.000    0.019    0.000 units.py:125(get_converter)
     2181    0.004    0.000    0.019    0.000 font_manager.py:996(make_rcparams_key)
     5314    0.010    0.000    0.019    0.000 lines.py:1039(set_linewidth)
      462    0.002    0.000    0.019    0.000 path.py:447(cleaned)
      996    0.007    0.000    0.019    0.000 axis.py:455(update_position)
      114    0.001    0.000    0.018    0.000 sre_parse.py:844(parse)
       72    0.001    0.000    0.018    0.000 axis.py:1764(_get_pixel_distance_along_axis)
     3739    0.015    0.000    0.018    0.000 font_manager.py:867(set_stretch)
    11641    0.008    0.000    0.018    0.000 <string>:12(__new__)
       54    0.000    0.000    0.018    0.000 _base.py:866(set_position)
        1    0.000    0.000    0.018    0.018 __init__.py:18(pylab_setup)
        1    0.000    0.000    0.018    0.018 _internal.py:6(<module>)
    67236    0.018    0.000    0.018    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.018    0.018 decorators.py:15(<module>)
       12    0.000    0.000    0.017    0.001 contour.py:1226(_process_colors)
      566    0.002    0.000    0.017    0.000 inspect.py:2173(_signature_from_callable)
       66    0.001    0.000    0.017    0.000 transforms.py:1036(set)
        1    0.000    0.000    0.017    0.017 backend_tkagg.py:2(<module>)
        1    0.000    0.000    0.017    0.017 utils.py:4(<module>)
       36    0.001    0.000    0.017    0.000 axis.py:2143(_update_label_position)
      190    0.002    0.000    0.017    0.000 numeric.py:2463(isclose)
       12    0.001    0.000    0.017    0.001 colorbar.py:563(_ticker)
    23362    0.017    0.000    0.017    0.000 _weakrefset.py:16(__init__)
    20384    0.015    0.000    0.017    0.000 {method 'encode' of 'str' objects}
      114    0.000    0.000    0.017    0.000 sre_compile.py:542(_code)
        1    0.000    0.000    0.016    0.016 textpath.py:3(<module>)
     5695    0.006    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:57(_path_join)
      904    0.006    0.000    0.016    0.000 colors.py:151(_to_rgba_no_colorcycle)
        1    0.000    0.000    0.016    0.016 machar.py:98(__init__)
        1    0.002    0.002    0.016    0.016 machar.py:116(_do_init)
     5498    0.006    0.000    0.016    0.000 lines.py:640(axes)
  238/114    0.001    0.000    0.016    0.000 sre_parse.py:407(_parse_sub)
      518    0.000    0.000    0.016    0.000 patches.py:327(set_facecolor)
      390    0.010    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:830(get_data)
       48    0.003    0.000    0.016    0.000 colors.py:440(__call__)
        1    0.000    0.000    0.016    0.016 parser.py:29(<module>)
    10207    0.006    0.000    0.016    0.000 atoms.py:240(set_calculator)
      598    0.001    0.000    0.015    0.000 lines.py:744(_get_transformed_path)
  286/121    0.006    0.000    0.015    0.000 sre_parse.py:470(_parse)
        1    0.000    0.000    0.015    0.015 kdtree.py:3(<module>)
     7171    0.004    0.000    0.015    0.000 artist.py:201(convert_yunits)
     5314    0.008    0.000    0.015    0.000 lines.py:1458(set_dash_capstyle)
        1    0.000    0.000    0.015    0.015 parser.py:5(<module>)
        1    0.000    0.000    0.015    0.015 __init__.py:220(<module>)
    73118    0.015    0.000    0.015    0.000 artist.py:236(axes)
      414    0.006    0.000    0.015    0.000 transforms.py:694(translated)
     5314    0.015    0.000    0.015    0.000 cbook.py:752(is_numlike)
      598    0.001    0.000    0.015    0.000 lines.py:730(_transform_path)
  342/171    0.001    0.000    0.015    0.000 transforms.py:2400(inverted)
       54    0.000    0.000    0.015    0.000 _subplots.py:109(update_params)
      104    0.001    0.000    0.015    0.000 transforms.py:1246(contains_branch_seperately)
     1298    0.002    0.000    0.015    0.000 axis.py:1465(convert_units)
        1    0.000    0.000    0.015    0.015 feedparser.py:20(<module>)
      271    0.001    0.000    0.015    0.000 patches.py:436(set_fill)
     2547    0.002    0.000    0.015    0.000 transforms.py:1683(transform)
       36    0.001    0.000    0.015    0.000 axis.py:1815(_update_label_position)
    11918    0.009    0.000    0.015    0.000 weakref.py:109(remove)
     6982    0.009    0.000    0.015    0.000 lines.py:1233(set_xdata)
    90/54    0.001    0.000    0.014    0.000 gridspec.py:420(get_position)
       12    0.002    0.000    0.014    0.001 contour.py:1408(_process_args)
     2181    0.007    0.000    0.014    0.000 font_manager.py:998(<listcomp>)
       12    0.000    0.000    0.014    0.001 colorbar.py:491(_add_solids)
     3306    0.014    0.000    0.014    0.000 {method 'round' of 'numpy.ndarray' objects}
      566    0.006    0.000    0.014    0.000 inspect.py:2092(_signature_from_function)
       12    0.001    0.000    0.014    0.001 _axes.py:5481(pcolormesh)
        1    0.000    0.000    0.014    0.014 mathtext.py:16(<module>)
     6011    0.008    0.000    0.014    0.000 text.py:1204(set_text)
       27    0.001    0.000    0.014    0.001 collections.py:207(get_datalim)
      132    0.000    0.000    0.014    0.000 contour.py:1104(_make_paths)
       25    0.001    0.000    0.014    0.001 __init__.py:359(namedtuple)
      104    0.000    0.000    0.014    0.000 transforms.py:1226(contains_branch)
        1    0.000    0.000    0.014    0.014 cm.py:6(<module>)
     5197    0.004    0.000    0.014    0.000 pyplot.py:565(_auto_draw_if_interactive)
      132    0.001    0.000    0.013    0.000 contour.py:1106(<listcomp>)
       72    0.001    0.000    0.013    0.000 ticker.py:635(set_locs)
     2661    0.004    0.000    0.013    0.000 transforms.py:1763(transform_affine)
      132    0.001    0.000    0.013    0.000 legend.py:887(_get_anchored_bbox)
      638    0.002    0.000    0.013    0.000 transforms.py:2685(__init__)
  494/114    0.003    0.000    0.013    0.000 sre_compile.py:64(_compile)
     3520    0.005    0.000    0.013    0.000 backend_pdf.py:251(__init__)
      548    0.005    0.000    0.013    0.000 cbook.py:498(connect)
     2218    0.001    0.000    0.013    0.000 _methods.py:28(_amin)
      461    0.003    0.000    0.013    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
        5    0.000    0.000    0.013    0.003 six.py:114(_resolve)
       12    0.001    0.000    0.013    0.001 backend_pdf.py:1381(writeMarkers)
      582    0.002    0.000    0.013    0.000 transforms.py:1448(transform_path_non_affine)
    51582    0.013    0.000    0.013    0.000 {method 'items' of 'dict' objects}
       52    0.001    0.000    0.013    0.000 offsetbox.py:713(__init__)
     1041    0.006    0.000    0.013    0.000 core.py:2933(_update_from)
        6    0.001    0.000    0.013    0.002 krr_ase.py:138(train)
      177    0.000    0.000    0.013    0.000 collections.py:747(set_alpha)
      567    0.009    0.000    0.013    0.000 backend_bases.py:413(_iter_collection)
        1    0.000    0.000    0.012    0.012 _policybase.py:4(<module>)
       12    0.000    0.000    0.012    0.001 legend.py:936(<listcomp>)
     5314    0.008    0.000    0.012    0.000 lines.py:1222(set_markersize)
    10207    0.005    0.000    0.012    0.000 atoms.py:540(set_momenta)
     5314    0.006    0.000    0.012    0.000 lines.py:1186(set_markeredgewidth)
        1    0.000    0.000    0.012    0.012 custom_calculators.py:1(<module>)
     3851    0.005    0.000    0.012    0.000 text.py:1254(set_usetex)
       72    0.000    0.000    0.012    0.000 axis.py:2098(_get_pixel_distance_along_axis)
      336    0.001    0.000    0.012    0.000 transforms.py:2266(blended_transform_factory)
       37    0.000    0.000    0.012    0.000 _base.py:1727(add_artist)
     5314    0.007    0.000    0.012    0.000 lines.py:1419(set_dash_joinstyle)
    90/54    0.002    0.000    0.012    0.000 gridspec.py:83(get_grid_positions)
     7114    0.007    0.000    0.012    0.000 lines.py:1243(set_ydata)
        1    0.000    0.000    0.012    0.012 pyparsing.py:5377(pyparsing_common)
     7816    0.012    0.000    0.012    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
